what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1389707251604
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.PropertySheet",1389707263201
activated,editor,org.pi4soa.designer,3.1.2.v20120307-2048-H257-Beta2,"org.pi4soa.designer.Pi4SOADesignerID",1389707264635
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.PropertySheet",1389707265571
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1389707267890
activated,editor,org.pi4soa.designer,3.1.2.v20120307-2048-H257-Beta2,"org.pi4soa.designer.Pi4SOADesignerID",1389707268359
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1389707272523
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1389707273419
activated,editor,org.pi4soa.designer,3.1.2.v20120307-2048-H257-Beta2,"org.pi4soa.designer.Pi4SOADesignerID",1389707274781
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1389707276959
activated,editor,org.pi4soa.designer,3.1.2.v20120307-2048-H257-Beta2,"org.pi4soa.designer.Pi4SOADesignerID",1389707277130
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1389707278081
activated,editor,org.pi4soa.designer,3.1.2.v20120307-2048-H257-Beta2,"org.pi4soa.designer.Pi4SOADesignerID",1389707278423
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1389707289798
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.PropertySheet",1389707293663
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1389707296357
activated,editor,org.pi4soa.designer,3.1.2.v20120307-2048-H257-Beta2,"org.pi4soa.designer.Pi4SOADesignerID",1389707297133
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.PropertySheet",1389707302322
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1389707305012
activated,editor,org.pi4soa.designer,3.1.2.v20120307-2048-H257-Beta2,"org.pi4soa.designer.Pi4SOADesignerID",1389707306511
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1389707307877
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1389707308695
activated,editor,org.pi4soa.designer,3.1.2.v20120307-2048-H257-Beta2,"org.pi4soa.designer.Pi4SOADesignerID",1389707309568
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ResourceNavigator",1389707317492
activated,editor,org.savara.tools.scenario,2.0.0.Final,"org.savara.tools.scenario.designer.ScenarioDesignerID",1389707317671
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389707320162
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389707321431
started,bundle,org.eclipse.jdt.launching,3.6.1.v20110803_r371,"org.eclipse.jdt.launching",1389707321475
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389707326259
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389707338089
activated,editor,org.pi4soa.designer,3.1.2.v20120307-2048-H257-Beta2,"org.pi4soa.designer.Pi4SOADesignerID",1389707340854
activated,editor,org.savara.tools.scenario,2.0.0.Final,"org.savara.tools.scenario.designer.ScenarioDesignerID",1389707345633
closed,editor,org.pi4soa.designer,3.1.2.v20120307-2048-H257-Beta2,"org.pi4soa.designer.Pi4SOADesignerID",1389707345640
activated,editor,org.pi4soa.designer,3.1.2.v20120307-2048-H257-Beta2,"org.pi4soa.designer.Pi4SOADesignerID",1389707347974
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389707367095
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389707376066
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.PropertySheet",1389707376968
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389707383022
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389707385119
activated,editor,org.pi4soa.designer,3.1.2.v20120307-2048-H257-Beta2,"org.pi4soa.designer.Pi4SOADesignerID",1389707386650
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.PropertySheet",1389707389416
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389707392810
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389707399057
activated,editor,org.savara.tools.scenario,2.0.0.Final,"org.savara.tools.scenario.designer.ScenarioDesignerID",1389707400534
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389707403113
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389707404496
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ResourceNavigator",1389707422328
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389707423777
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389707423841
activated,editor,org.eclipse.wst.xsd.ui,1.2.404.v201105050216,"org.eclipse.wst.xsd.ui.internal.editor.InternalXSDMultiPageEditor",1389707426954
activated,editor,org.savara.tools.scenario,2.0.0.Final,"org.savara.tools.scenario.designer.ScenarioDesignerID",1389707428176
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.PropertySheet",1389707432439
activated,editor,org.savara.tools.scenario,2.0.0.Final,"org.savara.tools.scenario.designer.ScenarioDesignerID",1389707432689
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389707444377
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389707445256
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.PropertySheet",1389707450461
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389707453337
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389707456278
activated,editor,org.savara.tools.scenario,2.0.0.Final,"org.savara.tools.scenario.designer.ScenarioDesignerID",1389707456923
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389707466856
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389707479295
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.PropertySheet",1389707479313
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389707483360
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389707486400
activated,editor,org.savara.tools.scenario,2.0.0.Final,"org.savara.tools.scenario.designer.ScenarioDesignerID",1389707488892
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1389707495627
activated,editor,org.savara.tools.scenario,2.0.0.Final,"org.savara.tools.scenario.designer.ScenarioDesignerID",1389707496663
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.PropertySheet",1389707498285
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ResourceNavigator",1389707502383
opened,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1389707502676
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1389707502795
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ResourceNavigator",1389707511647
opened,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1389707513252
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1389707513317
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1389707519004
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1389707520348
closed,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1389707520361
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ResourceNavigator",1389707522497
activated,editor,org.savara.tools.scenario,2.0.0.Final,"org.savara.tools.scenario.designer.ScenarioDesignerID",1389707523964
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389707526868
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389707539600
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ResourceNavigator",1389707556728
activated,editor,org.savara.tools.scenario,2.0.0.Final,"org.savara.tools.scenario.designer.ScenarioDesignerID",1389707556882
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.PropertySheet",1389707560038
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389707565450
